provinceofresidence,districtofresidence,epiyear,semaine_epi,case_count,epidemic,Igm+
ADAMAOUA,BANKIM,2008,51,1,True,0
ADAMAOUA,BANKIM,2011,19,1,True,0
ADAMAOUA,BANKIM,2011,21,1,True,0
ADAMAOUA,BANKIM,2013,3,1,True,1
ADAMAOUA,BANKIM,2013,9,2,True,1
ADAMAOUA,BANKIM,2013,10,1,True,1
ADAMAOUA,BANKIM,2014,3,1,True,0
ADAMAOUA,BANKIM,2014,4,1,True,0
ADAMAOUA,BANKIM,2014,5,1,True,0
ADAMAOUA,BANKIM,2014,9,1,True,0
ADAMAOUA,BANKIM,2014,14,2,True,0
ADAMAOUA,BANKIM,2014,15,1,True,1
ADAMAOUA,BANKIM,2014,16,2,True,1
ADAMAOUA,BANKIM,2014,18,1,True,0
ADAMAOUA,BANKIM,2014,19,3,True,0
ADAMAOUA,BANKIM,2014,20,5,True,0
ADAMAOUA,BANKIM,2014,21,6,True,0
ADAMAOUA,BANKIM,2014,22,2,True,0
ADAMAOUA,BANKIM,2014,44,1,True,0
ADAMAOUA,BANKIM,2014,45,2,True,0
ADAMAOUA,BANKIM,2014,46,1,True,0
ADAMAOUA,BANKIM,2014,47,1,True,0
ADAMAOUA,BANKIM,2015,1,2,True,0
ADAMAOUA,BANKIM,2015,2,6,True,0
ADAMAOUA,BANKIM,2015,3,3,True,0
ADAMAOUA,BANKIM,2015,4,6,True,0
ADAMAOUA,BANKIM,2015,5,6,True,0
ADAMAOUA,BANKIM,2015,6,1,True,0
ADAMAOUA,BANKIM,2015,7,1,True,0
ADAMAOUA,BANKIM,2015,8,4,True,0
ADAMAOUA,BANKIM,2015,9,4,True,0
ADAMAOUA,BANKIM,2015,10,5,True,0
ADAMAOUA,BANKIM,2015,11,2,True,0
ADAMAOUA,BANKIM,2015,12,1,True,0
ADAMAOUA,BANKIM,2015,13,1,True,0
ADAMAOUA,BANKIM,2015,14,1,True,1
ADAMAOUA,BANKIM,2015,16,1,True,0
ADAMAOUA,BANKIM,2015,17,2,True,0
ADAMAOUA,BANKIM,2016,19,1,True,0
ADAMAOUA,BANKIM,2016,44,1,True,0
ADAMAOUA,BANKIM,2016,47,1,True,0
ADAMAOUA,BANKIM,2017,31,1,True,0
ADAMAOUA,BANKIM,2017,43,1,True,0
ADAMAOUA,BANKIM,2018,7,1,True,0
ADAMAOUA,BANKIM,2018,8,1,True,1
ADAMAOUA,BANKIM,2018,18,1,True,0
ADAMAOUA,BANKIM,2019,27,2,True,1
ADAMAOUA,BANKIM,2019,30,1,True,1
ADAMAOUA,BANKIM,2020,15,1,True,0
ADAMAOUA,BANKIM,2021,2,4,True,1
ADAMAOUA,BANKIM,2021,6,4,True,1
ADAMAOUA,BANKIM,2021,7,3,True,0
ADAMAOUA,BANKIM,2021,8,2,True,1
ADAMAOUA,BANKIM,2021,11,2,True,0
ADAMAOUA,BANKIM,2021,12,7,True,0
ADAMAOUA,BANKIM,2021,14,2,True,0
ADAMAOUA,BANKIM,2021,15,1,True,0
ADAMAOUA,BANKIM,2021,16,1,True,0
ADAMAOUA,BANKIM,2021,18,2,True,0
ADAMAOUA,BANKIM,2021,19,3,True,0
ADAMAOUA,BANKIM,2021,20,4,True,0
ADAMAOUA,BANKIM,2023,12,1,True,0
ADAMAOUA,BANKIM,2023,16,2,True,1
ADAMAOUA,BANKIM,2023,17,1,True,0
ADAMAOUA,BANKIM,2024,18,1,True,1
ADAMAOUA,BANKIM,2025,3,1,True,0
ADAMAOUA,BANKIM,2025,6,1,True,0
ADAMAOUA,BANYO,2008,7,1,True,0
ADAMAOUA,BANYO,2008,8,1,True,0
ADAMAOUA,BANYO,2008,9,1,True,0
ADAMAOUA,BANYO,2008,12,2,True,0
ADAMAOUA,BANYO,2008,19,1,True,0
ADAMAOUA,BANYO,2008,25,1,True,1
ADAMAOUA,BANYO,2008,42,2,True,0
ADAMAOUA,BANYO,2011,23,1,True,0
ADAMAOUA,BANYO,2011,29,3,True,0
ADAMAOUA,BANYO,2011,30,1,True,1
ADAMAOUA,BANYO,2011,51,1,True,1
ADAMAOUA,BANYO,2012,1,1,True,0
ADAMAOUA,BANYO,2012,9,2,True,1
ADAMAOUA,BANYO,2012,15,1,True,1
ADAMAOUA,BANYO,2012,40,2,True,0
ADAMAOUA,BANYO,2013,12,1,True,1
ADAMAOUA,BANYO,2013,32,1,True,0
ADAMAOUA,BANYO,2013,50,1,True,0
ADAMAOUA,BANYO,2014,9,1,True,0
ADAMAOUA,BANYO,2014,10,1,True,1
ADAMAOUA,BANYO,2014,13,1,True,1
ADAMAOUA,BANYO,2014,15,1,True,1
ADAMAOUA,BANYO,2014,22,1,True,0
ADAMAOUA,BANYO,2014,30,2,True,0
ADAMAOUA,BANYO,2014,31,1,True,0
ADAMAOUA,BANYO,2014,33,1,True,1
ADAMAOUA,BANYO,2014,34,1,True,1
ADAMAOUA,BANYO,2014,38,1,True,0
ADAMAOUA,BANYO,2014,43,1,True,0
ADAMAOUA,BANYO,2014,44,1,True,1
ADAMAOUA,BANYO,2014,46,1,True,0
ADAMAOUA,BANYO,2015,8,1,True,1
ADAMAOUA,BANYO,2015,19,1,True,1
ADAMAOUA,BANYO,2015,26,1,True,1
ADAMAOUA,BANYO,2015,27,1,True,0
ADAMAOUA,BANYO,2015,44,2,True,0
ADAMAOUA,BANYO,2015,46,2,True,0
ADAMAOUA,BANYO,2015,50,1,True,1
ADAMAOUA,BANYO,2015,51,1,True,1
ADAMAOUA,BANYO,2015,52,1,True,0
ADAMAOUA,BANYO,2016,5,1,True,0
ADAMAOUA,BANYO,2016,10,1,True,0
ADAMAOUA,BANYO,2016,23,1,True,0
ADAMAOUA,BANYO,2016,31,1,True,1
ADAMAOUA,BANYO,2016,35,1,True,1
ADAMAOUA,BANYO,2016,37,1,True,0
ADAMAOUA,BANYO,2016,38,2,True,0
ADAMAOUA,BANYO,2016,40,3,True,0
ADAMAOUA,BANYO,2016,42,1,True,1
ADAMAOUA,BANYO,2016,45,1,True,1
ADAMAOUA,BANYO,2016,46,1,True,0
ADAMAOUA,BANYO,2017,3,1,True,1
ADAMAOUA,BANYO,2017,17,1,True,0
ADAMAOUA,BANYO,2017,19,1,True,0
ADAMAOUA,BANYO,2017,35,1,True,1
ADAMAOUA,BANYO,2017,36,1,True,0
ADAMAOUA,BANYO,2017,37,2,True,1
ADAMAOUA,BANYO,2017,38,1,True,0
ADAMAOUA,BANYO,2017,48,2,True,1
ADAMAOUA,BANYO,2017,51,1,True,1
ADAMAOUA,BANYO,2018,6,1,True,0
ADAMAOUA,BANYO,2018,11,1,True,0
ADAMAOUA,BANYO,2018,20,1,True,0
ADAMAOUA,BANYO,2019,1,1,True,0
ADAMAOUA,BANYO,2019,21,1,True,0
ADAMAOUA,BANYO,2019,25,1,True,0
ADAMAOUA,BANYO,2020,52,1,True,0
ADAMAOUA,BANYO,2021,4,2,True,0
ADAMAOUA,BANYO,2021,6,2,True,0
ADAMAOUA,BANYO,2021,19,3,True,0
ADAMAOUA,BANYO,2021,21,2,True,1
ADAMAOUA,BANYO,2021,22,1,True,0
ADAMAOUA,BANYO,2021,23,4,True,1
ADAMAOUA,BANYO,2021,24,2,True,0
ADAMAOUA,BANYO,2021,34,1,True,1
ADAMAOUA,BANYO,2023,13,2,True,1
ADAMAOUA,BANYO,2023,19,1,True,0
ADAMAOUA,BANYO,2023,21,1,True,0
ADAMAOUA,BANYO,2023,22,1,True,0
ADAMAOUA,BANYO,2023,23,1,True,0
ADAMAOUA,BANYO,2023,24,1,True,0
ADAMAOUA,BANYO,2023,25,1,True,1
ADAMAOUA,BANYO,2023,27,1,True,0
ADAMAOUA,BANYO,2023,28,1,True,0
ADAMAOUA,BANYO,2023,33,1,True,0
ADAMAOUA,BANYO,2023,34,1,True,1
ADAMAOUA,BANYO,2023,43,1,True,0
ADAMAOUA,BANYO,2023,45,2,True,0
ADAMAOUA,BANYO,2023,46,4,True,0
ADAMAOUA,BANYO,2023,48,1,True,0
ADAMAOUA,BANYO,2023,51,2,True,0
ADAMAOUA,BANYO,2024,2,1,True,1
ADAMAOUA,BANYO,2024,4,1,True,1
ADAMAOUA,BANYO,2024,5,1,True,0
ADAMAOUA,BANYO,2024,6,2,True,0
ADAMAOUA,BANYO,2024,8,1,True,0
ADAMAOUA,BANYO,2024,9,1,True,0
ADAMAOUA,BANYO,2024,19,1,True,1
ADAMAOUA,BANYO,2024,31,1,True,0
ADAMAOUA,BANYO,2024,35,1,True,0
ADAMAOUA,BANYO,2024,36,1,True,1
ADAMAOUA,BANYO,2024,43,1,True,1
ADAMAOUA,BANYO,2024,47,1,True,1
ADAMAOUA,BANYO,2025,6,1,True,0
ADAMAOUA,BANYO,2025,7,1,True,0
ADAMAOUA,BELEL,2023,21,1,True,0
ADAMAOUA,BELEL,2023,35,1,True,0
ADAMAOUA,BELEL,2023,38,1,True,1
ADAMAOUA,BELEL,2023,39,1,True,0
ADAMAOUA,BELEL,2024,52,1,True,1
ADAMAOUA,DANG,2022,2,1,True,0
ADAMAOUA,DANG,2022,4,2,True,1
ADAMAOUA,DANG,2022,18,1,True,1
ADAMAOUA,DANG,2022,25,1,True,1
ADAMAOUA,DANG,2022,27,1,True,1
ADAMAOUA,DANG,2022,28,1,True,1
ADAMAOUA,DANG,2022,46,1,True,0
ADAMAOUA,DANG,2022,47,1,True,0
ADAMAOUA,DANG,2023,4,1,True,0
ADAMAOUA,DANG,2023,5,1,True,1
ADAMAOUA,DANG,2023,10,1,True,1
ADAMAOUA,DANG,2023,11,2,True,1
ADAMAOUA,DANG,2023,12,3,True,1
ADAMAOUA,DANG,2023,13,1,True,0
ADAMAOUA,DANG,2023,14,4,True,0
ADAMAOUA,DANG,2023,15,3,True,1
ADAMAOUA,DANG,2023,16,1,True,0
ADAMAOUA,DANG,2023,18,1,True,0
ADAMAOUA,DANG,2023,26,1,True,0
ADAMAOUA,DANG,2023,40,1,True,0
ADAMAOUA,DANG,2023,42,1,True,0
ADAMAOUA,DANG,2023,43,2,True,0
ADAMAOUA,DANG,2024,7,1,True,1
ADAMAOUA,DANG,2024,8,1,True,0
ADAMAOUA,DANG,2024,13,3,True,1
ADAMAOUA,DANG,2024,15,2,True,0
ADAMAOUA,DANG,2024,16,1,True,0
ADAMAOUA,DANG,2024,17,3,True,0
ADAMAOUA,DANG,2024,18,2,True,0
ADAMAOUA,DJOHONG,2013,44,1,True,0
ADAMAOUA,DJOHONG,2014,2,4,True,1
ADAMAOUA,DJOHONG,2014,5,2,True,0
ADAMAOUA,DJOHONG,2014,25,1,True,0
ADAMAOUA,DJOHONG,2014,26,4,True,0
ADAMAOUA,DJOHONG,2014,38,1,True,0
ADAMAOUA,DJOHONG,2014,39,3,True,0
ADAMAOUA,DJOHONG,2014,41,1,True,0
ADAMAOUA,DJOHONG,2014,46,1,True,0
ADAMAOUA,DJOHONG,2014,50,1,True,1
ADAMAOUA,DJOHONG,2015,9,3,True,1
ADAMAOUA,DJOHONG,2015,10,3,True,1
ADAMAOUA,DJOHONG,2015,11,1,True,0
ADAMAOUA,DJOHONG,2015,12,3,True,0
ADAMAOUA,DJOHONG,2016,47,1,True,0
ADAMAOUA,DJOHONG,2017,29,1,True,0
ADAMAOUA,DJOHONG,2017,30,1,True,0
ADAMAOUA,DJOHONG,2017,42,1,True,0
ADAMAOUA,DJOHONG,2018,47,1,True,0
ADAMAOUA,DJOHONG,2019,21,1,True,1
ADAMAOUA,DJOHONG,2019,38,1,True,0
ADAMAOUA,DJOHONG,2019,50,1,True,0
ADAMAOUA,DJOHONG,2020,3,3,True,0
ADAMAOUA,DJOHONG,2020,15,2,True,0
ADAMAOUA,DJOHONG,2020,16,1,True,1
ADAMAOUA,DJOHONG,2020,20,2,True,0
ADAMAOUA,DJOHONG,2022,15,1,True,0
ADAMAOUA,DJOHONG,2022,19,2,True,0
ADAMAOUA,DJOHONG,2022,33,1,True,0
ADAMAOUA,DJOHONG,2022,36,2,True,0
ADAMAOUA,DJOHONG,2022,37,1,True,0
ADAMAOUA,DJOHONG,2023,9,1,True,0
ADAMAOUA,DJOHONG,2023,19,1,True,0
ADAMAOUA,DJOHONG,2023,21,2,True,0
ADAMAOUA,DJOHONG,2023,22,1,True,0
ADAMAOUA,DJOHONG,2023,25,1,True,0
ADAMAOUA,DJOHONG,2023,27,1,True,0
ADAMAOUA,DJOHONG,2023,33,1,True,0
ADAMAOUA,DJOHONG,2023,35,1,True,0
ADAMAOUA,DJOHONG,2023,39,2,True,0
ADAMAOUA,DJOHONG,2023,46,1,True,0
ADAMAOUA,DJOHONG,2023,50,1,True,0
ADAMAOUA,DJOHONG,2023,51,1,True,0
ADAMAOUA,DJOHONG,2024,17,1,True,0
ADAMAOUA,MEIGANGA,2008,48,1,True,0
ADAMAOUA,MEIGANGA,2011,18,1,True,0
ADAMAOUA,MEIGANGA,2012,40,1,True,0
ADAMAOUA,MEIGANGA,2012,49,1,True,0
ADAMAOUA,MEIGANGA,2013,10,1,True,1
ADAMAOUA,MEIGANGA,2013,34,1,True,0
ADAMAOUA,MEIGANGA,2013,42,1,True,0
ADAMAOUA,MEIGANGA,2013,47,2,True,0
ADAMAOUA,MEIGANGA,2014,47,1,True,0
ADAMAOUA,MEIGANGA,2014,50,1,True,0
ADAMAOUA,MEIGANGA,2014,52,1,True,0
ADAMAOUA,MEIGANGA,2015,9,5,True,0
ADAMAOUA,MEIGANGA,2015,10,1,True,0
ADAMAOUA,MEIGANGA,2015,28,1,True,0
ADAMAOUA,MEIGANGA,2015,34,1,True,0
ADAMAOUA,MEIGANGA,2015,35,2,True,0
ADAMAOUA,MEIGANGA,2015,49,2,True,0
ADAMAOUA,MEIGANGA,2016,1,1,True,0
ADAMAOUA,MEIGANGA,2016,8,2,True,0
ADAMAOUA,MEIGANGA,2016,46,1,True,0
ADAMAOUA,MEIGANGA,2018,4,1,True,0
ADAMAOUA,MEIGANGA,2018,6,1,True,0
ADAMAOUA,MEIGANGA,2018,14,2,True,0
ADAMAOUA,MEIGANGA,2019,5,1,True,0
ADAMAOUA,MEIGANGA,2019,12,4,True,0
ADAMAOUA,MEIGANGA,2019,34,1,True,0
ADAMAOUA,MEIGANGA,2019,35,2,True,0
ADAMAOUA,MEIGANGA,2019,39,1,True,0
ADAMAOUA,MEIGANGA,2019,40,1,True,0
ADAMAOUA,MEIGANGA,2019,42,1,True,0
ADAMAOUA,MEIGANGA,2019,43,1,True,0
ADAMAOUA,MEIGANGA,2020,5,2,True,0
ADAMAOUA,MEIGANGA,2020,12,1,True,0
ADAMAOUA,MEIGANGA,2020,15,1,True,0
ADAMAOUA,MEIGANGA,2020,16,1,True,0
ADAMAOUA,MEIGANGA,2020,17,1,True,0
ADAMAOUA,MEIGANGA,2020,19,1,True,0
ADAMAOUA,MEIGANGA,2021,17,1,True,0
ADAMAOUA,MEIGANGA,2021,28,1,True,0
ADAMAOUA,MEIGANGA,2021,49,1,True,0
ADAMAOUA,MEIGANGA,2022,8,1,True,0
ADAMAOUA,MEIGANGA,2022,19,1,True,1
ADAMAOUA,MEIGANGA,2022,22,1,True,0
ADAMAOUA,MEIGANGA,2022,27,1,True,0
ADAMAOUA,MEIGANGA,2022,29,1,True,0
ADAMAOUA,MEIGANGA,2023,46,1,True,0
ADAMAOUA,MEIGANGA,2023,51,2,True,1
ADAMAOUA,MEIGANGA,2024,3,1,True,1
ADAMAOUA,MEIGANGA,2024,4,1,True,0
ADAMAOUA,MEIGANGA,2024,5,1,True,0
ADAMAOUA,MEIGANGA,2024,23,1,True,0
ADAMAOUA,NGAOUNDAL,2015,13,1,True,0
ADAMAOUA,NGAOUNDAL,2015,43,1,True,0
ADAMAOUA,NGAOUNDAL,2016,29,1,True,0
ADAMAOUA,NGAOUNDAL,2017,47,1,True,0
ADAMAOUA,NGAOUNDAL,2018,9,1,True,0
ADAMAOUA,NGAOUNDAL,2019,44,1,True,0
ADAMAOUA,NGAOUNDAL,2020,5,2,True,0
ADAMAOUA,NGAOUNDAL,2020,6,1,True,0
ADAMAOUA,NGAOUNDAL,2020,7,2,True,1
ADAMAOUA,NGAOUNDAL,2020,8,2,True,1
ADAMAOUA,NGAOUNDAL,2020,9,1,True,1
ADAMAOUA,NGAOUNDAL,2020,10,2,True,0
ADAMAOUA,NGAOUNDAL,2020,11,2,True,1
ADAMAOUA,NGAOUNDAL,2020,12,1,True,0
ADAMAOUA,NGAOUNDAL,2020,13,5,True,1
ADAMAOUA,NGAOUNDAL,2020,14,2,True,1
ADAMAOUA,NGAOUNDAL,2020,15,3,True,1
ADAMAOUA,NGAOUNDAL,2020,16,1,True,0
ADAMAOUA,NGAOUNDAL,2020,17,1,True,0
ADAMAOUA,NGAOUNDAL,2020,18,2,True,1
ADAMAOUA,NGAOUNDAL,2020,21,1,True,0
ADAMAOUA,NGAOUNDAL,2020,22,1,True,0
ADAMAOUA,NGAOUNDAL,2020,23,1,True,0
ADAMAOUA,NGAOUNDAL,2021,4,1,True,1
ADAMAOUA,NGAOUNDAL,2021,6,1,True,0
ADAMAOUA,NGAOUNDAL,2021,11,2,True,0
ADAMAOUA,NGAOUNDAL,2021,13,2,True,0
ADAMAOUA,NGAOUNDAL,2021,15,4,True,0
ADAMAOUA,NGAOUNDAL,2021,16,1,True,1
ADAMAOUA,NGAOUNDAL,2021,17,1,True,1
ADAMAOUA,NGAOUNDAL,2021,18,1,True,1
ADAMAOUA,NGAOUNDAL,2022,1,1,True,1
ADAMAOUA,NGAOUNDAL,2022,5,6,True,1
ADAMAOUA,NGAOUNDAL,2022,6,6,True,1
ADAMAOUA,NGAOUNDAL,2022,7,6,True,0
ADAMAOUA,NGAOUNDAL,2022,8,1,True,1
ADAMAOUA,NGAOUNDAL,2022,9,2,True,0
ADAMAOUA,NGAOUNDAL,2022,10,3,True,0
ADAMAOUA,NGAOUNDAL,2022,11,3,True,0
ADAMAOUA,NGAOUNDAL,2022,12,5,True,0
ADAMAOUA,NGAOUNDAL,2022,13,1,True,0
ADAMAOUA,NGAOUNDAL,2022,14,1,True,1
ADAMAOUA,NGAOUNDAL,2022,15,4,True,1
ADAMAOUA,NGAOUNDAL,2022,16,3,True,1
ADAMAOUA,NGAOUNDAL,2022,17,3,True,0
ADAMAOUA,NGAOUNDAL,2022,18,1,True,1
ADAMAOUA,NGAOUNDAL,2022,19,2,True,1
ADAMAOUA,NGAOUNDAL,2022,22,1,True,0
ADAMAOUA,NGAOUNDAL,2022,23,3,True,0
ADAMAOUA,NGAOUNDAL,2022,24,5,True,0
ADAMAOUA,NGAOUNDAL,2022,25,3,True,0
ADAMAOUA,NGAOUNDAL,2022,26,2,True,0
ADAMAOUA,NGAOUNDAL,2022,27,1,True,0
ADAMAOUA,NGAOUNDAL,2022,28,1,True,1
ADAMAOUA,NGAOUNDAL,2022,29,1,True,1
ADAMAOUA,NGAOUNDAL,2022,31,1,True,0
ADAMAOUA,NGAOUNDAL,2022,33,3,True,0
ADAMAOUA,NGAOUNDAL,2022,40,1,True,0
ADAMAOUA,NGAOUNDAL,2022,41,1,True,1
ADAMAOUA,NGAOUNDAL,2022,48,2,True,1
ADAMAOUA,NGAOUNDAL,2022,49,2,True,1
ADAMAOUA,NGAOUNDAL,2022,50,1,True,1
ADAMAOUA,NGAOUNDAL,2023,1,1,True,1
ADAMAOUA,NGAOUNDAL,2023,2,2,True,0
ADAMAOUA,NGAOUNDAL,2023,9,1,True,1
ADAMAOUA,NGAOUNDAL,2023,16,1,True,1
ADAMAOUA,NGAOUNDAL,2023,21,1,True,0
ADAMAOUA,NGAOUNDAL,2023,27,1,True,1
ADAMAOUA,NGAOUNDAL,2023,44,1,True,1
ADAMAOUA,NGAOUNDAL,2023,46,1,True,1
ADAMAOUA,NGAOUNDAL,2023,48,1,True,0
ADAMAOUA,NGAOUNDAL,2023,52,1,True,0
ADAMAOUA,NGAOUNDAL,2024,5,1,True,0
ADAMAOUA,NGAOUNDAL,2024,7,1,True,1
ADAMAOUA,NGAOUNDAL,2024,12,1,True,0
ADAMAOUA,NGAOUNDAL,2024,19,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2008,9,3,True,0
ADAMAOUA,NGAOUNDERE RURAL,2008,14,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2011,19,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2011,20,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2011,23,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2011,52,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2012,26,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2013,27,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2013,30,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2013,46,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2013,47,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2014,5,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,6,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2014,7,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2014,9,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,40,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2014,41,5,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,42,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,43,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,46,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2014,51,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2015,10,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2015,11,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2015,12,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2015,22,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2015,25,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,8,4,True,1
ADAMAOUA,NGAOUNDERE RURAL,2016,9,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,11,3,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,19,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,32,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,37,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2016,38,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2017,4,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,8,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,17,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2017,18,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,31,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,32,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2017,35,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,38,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,40,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,45,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2017,46,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2017,50,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,3,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,4,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,5,3,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,6,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,7,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,8,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,9,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,10,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,11,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,13,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,15,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,16,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,20,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,22,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,26,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,29,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,33,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,34,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,35,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2018,38,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2018,40,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,7,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,8,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,12,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,13,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,14,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,17,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2019,18,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2019,20,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2019,21,3,True,1
ADAMAOUA,NGAOUNDERE RURAL,2019,22,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2019,23,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2020,7,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2020,9,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2020,11,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2020,14,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2020,15,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2020,16,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2020,18,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,9,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,15,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2021,16,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,18,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,19,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,37,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,43,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,44,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,50,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2021,51,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,2,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2022,7,2,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,11,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,15,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,16,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,18,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,24,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,44,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2022,47,1,True,1
ADAMAOUA,NGAOUNDERE RURAL,2023,3,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,5,1,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,9,2,True,1
ADAMAOUA,NGAOUNDERE RURAL,2023,10,5,True,1
ADAMAOUA,NGAOUNDERE RURAL,2023,11,5,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,12,5,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,13,3,True,1
ADAMAOUA,NGAOUNDERE RURAL,2023,14,4,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,15,3,True,0
ADAMAOUA,NGAOUNDERE RURAL,2023,16,1,True,0
