provinceofresidence,districtofresidence,epiyear,semaine_epi,case_count,epidemic,Igm+
CENTRE,EFOULAN,2022,23,1,True,0
CENTRE,EFOULAN,2022,26,1,True,0
CENTRE,EFOULAN,2022,29,1,True,0
CENTRE,EFOULAN,2022,30,1,True,0
CENTRE,EFOULAN,2022,32,1,True,0
CENTRE,EFOULAN,2022,36,3,True,0
CENTRE,EFOULAN,2022,37,4,True,0
CENTRE,EFOULAN,2022,38,2,True,0
CENTRE,EFOULAN,2022,40,1,True,0
CENTRE,EFOULAN,2022,44,1,True,0
CENTRE,EFOULAN,2022,45,2,True,0
CENTRE,EFOULAN,2022,46,4,True,0
CENTRE,EFOULAN,2022,47,4,True,0
CENTRE,EFOULAN,2022,48,2,True,0
CENTRE,EFOULAN,2022,51,2,True,0
CENTRE,EFOULAN,2023,1,4,True,0
CENTRE,EFOULAN,2023,2,2,True,0
CENTRE,EFOULAN,2023,3,3,True,0
CENTRE,EFOULAN,2023,4,1,True,0
CENTRE,EFOULAN,2023,5,3,True,0
CENTRE,EFOULAN,2023,6,4,True,0
CENTRE,EFOULAN,2023,7,5,True,0
CENTRE,EFOULAN,2023,8,1,True,0
CENTRE,EFOULAN,2023,9,3,True,0
CENTRE,EFOULAN,2023,10,1,True,0
CENTRE,EFOULAN,2023,11,1,True,0
CENTRE,EFOULAN,2023,12,5,True,0
CENTRE,EFOULAN,2023,13,5,True,0
CENTRE,EFOULAN,2023,15,4,True,0
CENTRE,EFOULAN,2023,16,3,True,0
CENTRE,EFOULAN,2023,18,3,True,0
CENTRE,EFOULAN,2023,19,2,True,0
CENTRE,EFOULAN,2023,20,2,True,0
CENTRE,EFOULAN,2023,21,4,True,0
CENTRE,EFOULAN,2023,22,1,True,0
CENTRE,EFOULAN,2023,23,2,True,0
CENTRE,EFOULAN,2023,25,1,True,0
CENTRE,EFOULAN,2024,5,1,True,0
CENTRE,EFOULAN,2024,10,1,True,0
CENTRE,EFOULAN,2024,17,1,True,0
CENTRE,EFOULAN,2024,24,1,True,0
CENTRE,EFOULAN,2024,27,1,True,0
CENTRE,EFOULAN,2024,31,1,True,0
CENTRE,EFOULAN,2024,43,1,True,0
CENTRE,EFOULAN,2024,44,1,True,0
CENTRE,EFOULAN,2024,49,2,True,0
CENTRE,EFOULAN,2024,51,1,True,0
CENTRE,EFOULAN,2025,2,1,True,0
CENTRE,EFOULAN,2025,5,1,True,0
CENTRE,EFOULAN,2025,8,1,True,0
CENTRE,ELIG MFOMO,2011,44,1,True,0
CENTRE,ELIG MFOMO,2011,46,1,True,0
CENTRE,ELIG MFOMO,2012,18,1,True,0
CENTRE,ELIG MFOMO,2012,19,1,True,0
CENTRE,ELIG MFOMO,2014,4,1,True,1
CENTRE,ELIG MFOMO,2015,8,1,True,0
CENTRE,ELIG MFOMO,2015,12,1,True,0
CENTRE,ELIG MFOMO,2015,15,2,True,1
CENTRE,ELIG MFOMO,2016,8,1,True,1
CENTRE,ELIG MFOMO,2018,9,1,True,1
CENTRE,ELIG MFOMO,2019,38,1,True,0
CENTRE,ELIG MFOMO,2020,2,1,True,0
CENTRE,ELIG MFOMO,2020,3,1,True,0
CENTRE,ELIG MFOMO,2020,4,1,True,1
CENTRE,ELIG MFOMO,2020,5,1,True,0
CENTRE,ELIG MFOMO,2020,34,1,True,0
CENTRE,ELIG MFOMO,2021,24,1,True,1
CENTRE,ELIG MFOMO,2022,43,1,True,1
CENTRE,ELIG MFOMO,2022,45,1,True,1
CENTRE,ELIG MFOMO,2022,48,1,True,1
CENTRE,ELIG MFOMO,2022,49,1,True,0
CENTRE,ELIG MFOMO,2022,50,1,True,0
CENTRE,ELIG MFOMO,2022,52,1,True,0
CENTRE,ELIG MFOMO,2023,3,1,True,1
CENTRE,ELIG MFOMO,2023,5,3,True,1
CENTRE,ELIG MFOMO,2023,6,1,True,1
CENTRE,ELIG MFOMO,2023,7,1,True,1
CENTRE,ELIG MFOMO,2023,8,3,True,0
CENTRE,ELIG MFOMO,2023,9,2,True,1
CENTRE,ELIG MFOMO,2023,10,2,True,0
CENTRE,ELIG MFOMO,2023,12,2,True,0
CENTRE,ELIG MFOMO,2023,13,2,True,0
CENTRE,ELIG MFOMO,2023,19,2,True,0
CENTRE,ELIG MFOMO,2023,21,1,True,1
CENTRE,ELIG MFOMO,2023,23,1,True,0
CENTRE,ELIG MFOMO,2024,44,1,True,1
CENTRE,ELIG MFOMO,2024,45,1,True,0
CENTRE,ELIG-MFOMO,2023,23,3,True,0
CENTRE,ELIG-MFOMO,2023,24,1,True,1
CENTRE,ELIG-MFOMO,2023,26,2,True,0
CENTRE,ELIG-MFOMO,2023,27,1,True,0
CENTRE,ELIG-MFOMO,2023,28,1,True,1
CENTRE,ESEKA,2011,20,1,True,0
CENTRE,ESEKA,2011,22,1,True,1
CENTRE,ESEKA,2011,27,1,True,0
CENTRE,ESEKA,2011,28,1,True,0
CENTRE,ESEKA,2011,33,1,True,1
CENTRE,ESEKA,2011,38,1,True,0
CENTRE,ESEKA,2011,39,1,True,0
CENTRE,ESEKA,2011,43,1,True,1
CENTRE,ESEKA,2011,47,1,True,1
CENTRE,ESEKA,2012,1,2,True,1
CENTRE,ESEKA,2012,2,2,True,1
CENTRE,ESEKA,2012,3,1,True,0
CENTRE,ESEKA,2012,22,1,True,0
CENTRE,ESEKA,2012,38,1,True,0
CENTRE,ESEKA,2012,42,1,True,0
CENTRE,ESEKA,2012,50,1,True,0
CENTRE,ESEKA,2012,52,1,True,0
CENTRE,ESEKA,2013,6,1,True,0
CENTRE,ESEKA,2013,8,1,True,0
CENTRE,ESEKA,2013,14,1,True,0
CENTRE,ESEKA,2013,21,1,True,0
CENTRE,ESEKA,2013,23,1,True,1
CENTRE,ESEKA,2013,29,1,True,1
CENTRE,ESEKA,2013,31,1,True,0
CENTRE,ESEKA,2013,50,1,True,1
CENTRE,ESEKA,2014,5,1,True,1
CENTRE,ESEKA,2014,17,1,True,0
CENTRE,ESEKA,2014,20,1,True,1
CENTRE,ESEKA,2014,27,1,True,1
CENTRE,ESEKA,2014,30,1,True,1
CENTRE,ESEKA,2014,33,1,True,0
CENTRE,ESEKA,2014,37,1,True,0
CENTRE,ESEKA,2014,40,3,True,0
CENTRE,ESEKA,2014,51,1,True,0
CENTRE,ESEKA,2015,5,1,True,0
CENTRE,ESEKA,2015,7,2,True,0
CENTRE,ESEKA,2015,8,2,True,0
CENTRE,ESEKA,2015,9,1,True,0
CENTRE,ESEKA,2016,12,1,True,0
CENTRE,ESEKA,2016,16,1,True,0
CENTRE,ESEKA,2017,5,3,True,0
CENTRE,ESEKA,2017,9,1,True,0
CENTRE,ESEKA,2017,10,1,True,0
CENTRE,ESEKA,2017,25,1,True,0
CENTRE,ESEKA,2017,30,1,True,0
CENTRE,ESEKA,2017,33,1,True,0
CENTRE,ESEKA,2017,35,1,True,0
CENTRE,ESEKA,2017,36,1,True,0
CENTRE,ESEKA,2017,40,1,True,0
CENTRE,ESEKA,2017,41,2,True,0
CENTRE,ESEKA,2017,42,1,True,0
CENTRE,ESEKA,2017,45,1,True,0
CENTRE,ESEKA,2017,48,1,True,0
CENTRE,ESEKA,2018,1,1,True,0
CENTRE,ESEKA,2018,4,1,True,0
CENTRE,ESEKA,2018,7,1,True,0
CENTRE,ESEKA,2018,17,1,True,0
CENTRE,ESEKA,2018,18,1,True,0
CENTRE,ESEKA,2018,21,1,True,0
CENTRE,ESEKA,2018,23,1,True,0
CENTRE,ESEKA,2019,21,1,True,0
CENTRE,ESEKA,2019,22,1,True,0
CENTRE,ESEKA,2019,42,1,True,0
CENTRE,ESEKA,2019,49,1,True,0
CENTRE,ESEKA,2020,2,1,True,0
CENTRE,ESEKA,2020,3,2,True,0
CENTRE,ESEKA,2020,19,1,True,0
CENTRE,ESEKA,2020,31,1,True,0
CENTRE,ESEKA,2020,33,1,True,0
CENTRE,ESEKA,2020,37,1,True,0
CENTRE,ESEKA,2020,42,1,True,0
CENTRE,ESEKA,2020,46,1,True,0
CENTRE,ESEKA,2021,3,1,True,0
CENTRE,ESEKA,2021,15,1,True,0
CENTRE,ESEKA,2021,19,1,True,0
CENTRE,ESEKA,2021,21,1,True,0
CENTRE,ESEKA,2021,26,1,True,0
CENTRE,ESEKA,2021,45,1,True,0
CENTRE,ESEKA,2022,3,1,True,0
CENTRE,ESEKA,2022,17,1,True,0
CENTRE,ESEKA,2022,19,1,True,0
CENTRE,ESEKA,2022,23,1,True,0
CENTRE,ESEKA,2022,40,1,True,0
CENTRE,ESEKA,2023,4,2,True,0
CENTRE,ESEKA,2023,6,1,True,0
CENTRE,ESEKA,2023,7,4,True,0
CENTRE,ESEKA,2023,8,5,True,0
CENTRE,ESEKA,2023,9,3,True,0
CENTRE,ESEKA,2023,10,5,True,0
CENTRE,ESEKA,2023,11,5,True,0
CENTRE,ESEKA,2023,13,1,True,0
CENTRE,ESEKA,2023,14,1,True,0
CENTRE,ESEKA,2023,15,1,True,0
CENTRE,ESEKA,2023,16,3,True,0
CENTRE,ESEKA,2023,17,3,True,0
CENTRE,ESEKA,2023,18,1,True,0
CENTRE,ESEKA,2023,19,1,True,0
CENTRE,ESEKA,2023,20,4,True,0
CENTRE,ESEKA,2023,21,2,True,0
CENTRE,ESEKA,2023,22,1,True,0
CENTRE,ESEKA,2023,23,1,True,0
CENTRE,ESEKA,2023,38,1,True,0
CENTRE,ESEKA,2023,45,1,True,0
CENTRE,ESEKA,2024,6,1,True,0
CENTRE,ESEKA,2024,7,1,True,0
CENTRE,ESEKA,2024,18,1,True,0
CENTRE,ESEKA,2024,32,1,True,0
CENTRE,ESEKA,2024,39,1,True,0
CENTRE,ESEKA,2024,41,1,True,0
CENTRE,ESEKA,2024,43,1,True,0
CENTRE,ESEKA,2025,4,1,True,0
CENTRE,ESEKA,2025,7,1,True,0
CENTRE,ESSE,2012,3,2,True,0
CENTRE,ESSE,2012,4,1,True,0
CENTRE,ESSE,2013,47,1,True,0
CENTRE,ESSE,2014,40,1,True,0
CENTRE,ESSE,2014,44,1,True,0
CENTRE,ESSE,2014,46,1,True,0
CENTRE,ESSE,2015,6,2,True,0
CENTRE,ESSE,2015,8,5,True,0
CENTRE,ESSE,2015,9,6,True,0
CENTRE,ESSE,2015,46,1,True,1
CENTRE,ESSE,2015,47,1,True,0
CENTRE,ESSE,2016,8,1,True,1
CENTRE,ESSE,2016,24,2,True,1
CENTRE,ESSE,2016,25,1,True,1
CENTRE,ESSE,2016,37,1,True,1
CENTRE,ESSE,2017,18,1,True,0
CENTRE,ESSE,2017,29,1,True,0
CENTRE,ESSE,2017,30,1,True,1
CENTRE,ESSE,2017,33,1,True,0
CENTRE,ESSE,2017,40,1,True,0
CENTRE,ESSE,2017,48,1,True,0
CENTRE,ESSE,2018,4,1,True,0
CENTRE,ESSE,2019,10,1,True,0
CENTRE,ESSE,2020,7,1,True,1
CENTRE,ESSE,2020,40,1,True,1
CENTRE,ESSE,2021,20,1,True,0
CENTRE,ESSE,2021,27,1,True,1
CENTRE,ESSE,2022,8,1,True,0
CENTRE,ESSE,2022,20,2,True,0
CENTRE,ESSE,2022,21,1,True,0
CENTRE,ESSE,2022,22,1,True,1
CENTRE,ESSE,2022,26,1,True,1
CENTRE,ESSE,2022,47,1,True,1
CENTRE,ESSE,2022,52,1,True,1
CENTRE,ESSE,2023,2,6,True,1
CENTRE,ESSE,2023,3,1,True,0
CENTRE,ESSE,2023,5,1,True,0
CENTRE,ESSE,2023,6,1,True,1
CENTRE,ESSE,2023,7,2,True,0
CENTRE,ESSE,2023,9,2,True,1
CENTRE,ESSE,2023,10,1,True,0
CENTRE,ESSE,2023,14,1,True,0
CENTRE,ESSE,2023,15,5,True,0
CENTRE,ESSE,2023,16,2,True,0
CENTRE,ESSE,2023,17,2,True,0
CENTRE,ESSE,2023,18,2,True,0
CENTRE,ESSE,2023,20,1,True,0
CENTRE,ESSE,2023,22,2,True,1
CENTRE,ESSE,2024,2,1,True,1
CENTRE,ESSE,2024,25,1,True,0
CENTRE,EVODOULA,2011,4,1,True,0
CENTRE,EVODOULA,2011,25,1,True,0
CENTRE,EVODOULA,2011,42,1,True,1
CENTRE,EVODOULA,2012,6,1,True,0
CENTRE,EVODOULA,2012,8,1,True,0
CENTRE,EVODOULA,2012,16,1,True,1
CENTRE,EVODOULA,2012,48,1,True,0
CENTRE,EVODOULA,2013,48,1,True,1
CENTRE,EVODOULA,2014,5,1,True,0
CENTRE,EVODOULA,2014,12,1,True,1
CENTRE,EVODOULA,2015,4,1,True,0
CENTRE,EVODOULA,2015,6,2,True,0
CENTRE,EVODOULA,2015,7,2,True,1
CENTRE,EVODOULA,2015,8,2,True,0
CENTRE,EVODOULA,2015,46,1,True,0
CENTRE,EVODOULA,2016,1,1,True,0
CENTRE,EVODOULA,2016,6,1,True,1
CENTRE,EVODOULA,2016,7,1,True,1
CENTRE,EVODOULA,2016,34,1,True,1
CENTRE,EVODOULA,2016,35,1,True,1
CENTRE,EVODOULA,2016,36,2,True,1
CENTRE,EVODOULA,2016,37,1,True,0
CENTRE,EVODOULA,2017,28,1,True,1
CENTRE,EVODOULA,2019,20,1,True,0
CENTRE,EVODOULA,2019,44,1,True,0
CENTRE,EVODOULA,2019,49,1,True,0
CENTRE,EVODOULA,2020,6,1,True,0
CENTRE,EVODOULA,2020,14,1,True,0
CENTRE,EVODOULA,2020,15,2,True,0
CENTRE,EVODOULA,2020,37,1,True,0
CENTRE,EVODOULA,2022,17,1,True,1
CENTRE,EVODOULA,2022,22,1,True,0
CENTRE,EVODOULA,2022,49,1,True,1
CENTRE,EVODOULA,2022,50,3,True,0
CENTRE,EVODOULA,2022,51,6,True,0
CENTRE,EVODOULA,2022,52,1,True,0
CENTRE,EVODOULA,2023,1,3,True,0
CENTRE,EVODOULA,2023,3,4,True,0
CENTRE,EVODOULA,2023,4,6,True,1
CENTRE,EVODOULA,2023,5,5,True,1
CENTRE,EVODOULA,2023,6,2,True,1
CENTRE,EVODOULA,2023,7,5,True,1
CENTRE,EVODOULA,2023,8,2,True,0
CENTRE,EVODOULA,2023,9,1,True,0
CENTRE,EVODOULA,2023,10,2,True,0
CENTRE,EVODOULA,2023,11,2,True,0
CENTRE,EVODOULA,2023,16,1,True,0
CENTRE,EVODOULA,2023,20,1,True,1
CENTRE,EVODOULA,2023,24,1,True,0
CENTRE,EVODOULA,2024,6,1,True,1
CENTRE,EVODOULA,2024,7,1,True,1
CENTRE,EVODOULA,2024,8,2,True,1
CENTRE,EVODOULA,2024,9,1,True,1
CENTRE,EVODOULA,2024,31,1,True,1
CENTRE,KUMBO EAST,2020,31,1,False,0
CENTRE,MBALMAYO,2011,15,1,True,0
CENTRE,MBALMAYO,2011,23,1,True,0
CENTRE,MBALMAYO,2011,36,1,True,1
CENTRE,MBALMAYO,2011,37,1,True,0
CENTRE,MBALMAYO,2011,44,1,True,0
CENTRE,MBALMAYO,2011,48,1,True,0
CENTRE,MBALMAYO,2011,50,2,True,0
CENTRE,MBALMAYO,2011,52,2,True,0
CENTRE,MBALMAYO,2012,2,2,True,1
CENTRE,MBALMAYO,2012,3,3,True,0
CENTRE,MBALMAYO,2012,6,1,True,0
CENTRE,MBALMAYO,2012,40,1,True,1
CENTRE,MBALMAYO,2013,1,1,True,1
CENTRE,MBALMAYO,2013,17,1,True,1
CENTRE,MBALMAYO,2013,19,1,True,0
CENTRE,MBALMAYO,2013,23,1,True,0
CENTRE,MBALMAYO,2013,25,1,True,0
CENTRE,MBALMAYO,2013,26,1,True,1
CENTRE,MBALMAYO,2013,28,1,True,0
CENTRE,MBALMAYO,2013,29,1,True,0
CENTRE,MBALMAYO,2013,34,1,True,0
CENTRE,MBALMAYO,2013,37,1,True,0
CENTRE,MBALMAYO,2013,39,2,True,0
CENTRE,MBALMAYO,2013,40,1,True,0
CENTRE,MBALMAYO,2013,42,1,True,0
CENTRE,MBALMAYO,2013,43,1,True,0
CENTRE,MBALMAYO,2013,44,1,True,0
CENTRE,MBALMAYO,2013,45,4,True,1
CENTRE,MBALMAYO,2013,46,1,True,1
CENTRE,MBALMAYO,2013,47,1,True,0
CENTRE,MBALMAYO,2013,48,1,True,1
CENTRE,MBALMAYO,2013,49,2,True,1
CENTRE,MBALMAYO,2013,51,2,True,0
CENTRE,MBALMAYO,2013,52,2,True,1
CENTRE,MBALMAYO,2014,1,4,True,0
CENTRE,MBALMAYO,2014,2,1,True,0
CENTRE,MBALMAYO,2014,10,2,True,0
CENTRE,MBALMAYO,2014,11,2,True,0
CENTRE,MBALMAYO,2014,16,2,True,0
CENTRE,MBALMAYO,2014,17,1,True,0
CENTRE,MBALMAYO,2014,22,3,True,0
CENTRE,MBALMAYO,2014,27,1,True,0
CENTRE,MBALMAYO,2014,28,1,True,0
CENTRE,MBALMAYO,2014,30,1,True,0
CENTRE,MBALMAYO,2014,31,1,True,0
CENTRE,MBALMAYO,2014,38,1,True,0
CENTRE,MBALMAYO,2014,39,1,True,0
CENTRE,MBALMAYO,2014,46,2,True,0
CENTRE,MBALMAYO,2014,47,2,True,0
CENTRE,MBALMAYO,2014,48,2,True,0
CENTRE,MBALMAYO,2014,50,1,True,0
CENTRE,MBALMAYO,2014,52,1,True,0
CENTRE,MBALMAYO,2015,1,1,True,0
CENTRE,MBALMAYO,2015,3,3,True,0
CENTRE,MBALMAYO,2015,4,2,True,1
CENTRE,MBALMAYO,2015,5,4,True,1
CENTRE,MBALMAYO,2015,7,1,True,0
CENTRE,MBALMAYO,2016,7,2,True,1
CENTRE,MBALMAYO,2016,12,1,True,1
CENTRE,MBALMAYO,2016,17,1,True,0
CENTRE,MBALMAYO,2016,18,1,True,0
CENTRE,MBALMAYO,2016,21,1,True,1
CENTRE,MBALMAYO,2016,22,1,True,0
CENTRE,MBALMAYO,2016,24,2,True,0
CENTRE,MBALMAYO,2016,31,1,True,1
CENTRE,MBALMAYO,2016,32,1,True,0
CENTRE,MBALMAYO,2016,33,1,True,0
CENTRE,MBALMAYO,2016,35,1,True,0
CENTRE,MBALMAYO,2016,41,2,True,1
CENTRE,MBALMAYO,2016,42,1,True,1
CENTRE,MBALMAYO,2016,43,1,True,1
CENTRE,MBALMAYO,2016,44,1,True,1
CENTRE,MBALMAYO,2016,46,1,True,0
CENTRE,MBALMAYO,2016,49,1,True,0
CENTRE,MBALMAYO,2016,52,2,True,0
CENTRE,MBALMAYO,2017,8,1,True,0
CENTRE,MBALMAYO,2017,11,2,True,0
CENTRE,MBALMAYO,2017,14,1,True,1
CENTRE,MBALMAYO,2017,15,1,True,1
CENTRE,MBALMAYO,2017,20,1,True,0
CENTRE,MBALMAYO,2017,23,1,True,1
CENTRE,MBALMAYO,2017,28,2,True,0
CENTRE,MBALMAYO,2017,36,1,True,0
CENTRE,MBALMAYO,2017,37,1,True,0
CENTRE,MBALMAYO,2017,39,2,True,1
CENTRE,MBALMAYO,2017,42,2,True,0
CENTRE,MBALMAYO,2017,43,2,True,1
CENTRE,MBALMAYO,2017,44,1,True,0
CENTRE,MBALMAYO,2017,49,1,True,0
CENTRE,MBALMAYO,2017,51,1,True,1
CENTRE,MBALMAYO,2017,52,1,True,1
CENTRE,MBALMAYO,2018,2,1,True,0
CENTRE,MBALMAYO,2018,3,2,True,0
CENTRE,MBALMAYO,2018,18,1,True,0
CENTRE,MBALMAYO,2018,20,2,True,1
CENTRE,MBALMAYO,2018,23,1,True,0
CENTRE,MBALMAYO,2018,29,1,True,1
CENTRE,MBALMAYO,2018,45,1,True,1
CENTRE,MBALMAYO,2018,46,1,True,1
CENTRE,MBALMAYO,2018,47,1,True,1
CENTRE,MBALMAYO,2018,50,1,True,1
CENTRE,MBALMAYO,2019,2,1,True,1
CENTRE,MBALMAYO,2019,12,1,True,1
CENTRE,MBALMAYO,2019,13,1,True,1
CENTRE,MBALMAYO,2019,16,1,True,1
CENTRE,MBALMAYO,2019,17,1,True,1
CENTRE,MBALMAYO,2019,24,1,True,0
CENTRE,MBALMAYO,2019,29,1,True,1
CENTRE,MBALMAYO,2019,30,1,True,0
CENTRE,MBALMAYO,2019,31,1,True,0
CENTRE,MBALMAYO,2019,33,1,True,1
CENTRE,MBALMAYO,2019,37,1,True,1
CENTRE,MBALMAYO,2019,48,1,True,0
CENTRE,MBALMAYO,2019,49,2,True,1
CENTRE,MBALMAYO,2020,2,1,True,1
CENTRE,MBALMAYO,2020,3,2,True,1
CENTRE,MBALMAYO,2021,14,1,True,0
CENTRE,MBALMAYO,2021,18,1,True,1
CENTRE,MBALMAYO,2021,40,1,True,0
CENTRE,MBALMAYO,2021,41,1,True,1
CENTRE,MBALMAYO,2021,42,1,True,1
CENTRE,MBALMAYO,2021,47,2,True,1
CENTRE,MBALMAYO,2021,48,1,True,0
CENTRE,MBALMAYO,2021,50,1,True,1
CENTRE,MBALMAYO,2022,9,1,True,1
CENTRE,MBALMAYO,2022,10,2,True,0
CENTRE,MBALMAYO,2022,12,1,True,0
CENTRE,MBALMAYO,2022,14,1,True,1
CENTRE,MBALMAYO,2022,15,2,True,1
CENTRE,MBALMAYO,2022,16,4,True,0
CENTRE,MBALMAYO,2022,22,2,True,0
CENTRE,MBALMAYO,2022,23,1,True,0
CENTRE,MBALMAYO,2022,26,1,True,1
CENTRE,MBALMAYO,2022,30,1,True,0
CENTRE,MBALMAYO,2022,40,1,True,1
CENTRE,MBALMAYO,2022,41,1,True,0
CENTRE,MBALMAYO,2022,46,1,True,0
CENTRE,MBALMAYO,2022,47,1,True,0
CENTRE,MBALMAYO,2022,50,1,True,0
CENTRE,MBALMAYO,2023,3,1,True,0
CENTRE,MBALMAYO,2023,4,1,True,1
CENTRE,MBALMAYO,2023,6,5,True,1
CENTRE,MBALMAYO,2023,7,3,True,0
CENTRE,MBALMAYO,2023,8,5,True,0
CENTRE,MBALMAYO,2023,9,2,True,1
CENTRE,MBALMAYO,2023,10,1,True,1
CENTRE,MBALMAYO,2023,11,1,True,1
CENTRE,MBALMAYO,2023,12,3,True,0
CENTRE,MBALMAYO,2023,13,2,True,0
CENTRE,MBALMAYO,2023,14,2,True,1
CENTRE,MBALMAYO,2023,15,2,True,1
CENTRE,MBALMAYO,2023,16,3,True,0
CENTRE,MBALMAYO,2023,17,1,True,0
CENTRE,MBALMAYO,2023,19,1,True,0
CENTRE,MBALMAYO,2023,25,1,True,0
CENTRE,MBALMAYO,2023,45,1,True,1
CENTRE,MBALMAYO,2024,9,1,True,1
CENTRE,MBALMAYO,2024,10,1,True,1
CENTRE,MBALMAYO,2024,17,1,True,1
CENTRE,MBALMAYO,2024,18,1,True,0
CENTRE,MBALMAYO,2024,19,1,True,1
CENTRE,MBALMAYO,2024,25,1,True,0
CENTRE,MBANDJOCK,2011,25,1,True,0
CENTRE,MBANDJOCK,2011,48,1,True,0
CENTRE,MBANDJOCK,2011,49,3,True,0
CENTRE,MBANDJOCK,2011,50,1,True,0
CENTRE,MBANDJOCK,2011,51,2,True,1
CENTRE,MBANDJOCK,2011,52,3,True,1
CENTRE,MBANDJOCK,2012,1,2,True,0
CENTRE,MBANDJOCK,2012,4,1,True,0
CENTRE,MBANDJOCK,2012,6,1,True,0
CENTRE,MBANDJOCK,2012,9,1,True,1
CENTRE,MBANDJOCK,2012,46,1,True,0
CENTRE,MBANDJOCK,2013,1,1,True,0
CENTRE,MBANDJOCK,2013,19,1,True,0
CENTRE,MBANDJOCK,2014,10,2,True,0
CENTRE,MBANDJOCK,2014,36,1,True,0
CENTRE,MBANDJOCK,2014,37,1,True,0
CENTRE,MBANDJOCK,2014,40,1,True,0
CENTRE,MBANDJOCK,2014,44,1,True,0
CENTRE,MBANDJOCK,2014,49,2,True,0
CENTRE,MBANDJOCK,2014,50,1,True,0
CENTRE,MBANDJOCK,2014,51,1,True,1
CENTRE,MBANDJOCK,2014,52,1,True,0
CENTRE,MBANDJOCK,2015,1,1,True,0
CENTRE,MBANDJOCK,2015,2,1,True,0
CENTRE,MBANDJOCK,2015,3,1,True,0
CENTRE,MBANDJOCK,2017,11,1,True,0
CENTRE,MBANDJOCK,2017,12,1,True,0
CENTRE,MBANDJOCK,2017,16,1,True,0
CENTRE,MBANDJOCK,2017,20,1,True,0
CENTRE,MBANDJOCK,2017,22,2,True,1
CENTRE,MBANDJOCK,2017,24,1,True,0
CENTRE,MBANDJOCK,2017,26,1,True,0
CENTRE,MBANDJOCK,2017,27,1,True,1
CENTRE,MBANDJOCK,2017,31,1,True,0
CENTRE,MBANDJOCK,2017,32,1,True,0
CENTRE,MBANDJOCK,2017,33,1,True,0
CENTRE,MBANDJOCK,2017,34,2,True,0
CENTRE,MBANDJOCK,2017,36,1,True,0
CENTRE,MBANDJOCK,2017,37,1,True,0
CENTRE,MBANDJOCK,2017,40,1,True,0
CENTRE,MBANDJOCK,2018,7,1,True,0
CENTRE,MBANDJOCK,2018,10,1,True,1
CENTRE,MBANDJOCK,2018,12,1,True,0
CENTRE,MBANDJOCK,2018,22,1,True,0
CENTRE,MBANDJOCK,2018,24,1,True,0
CENTRE,MBANDJOCK,2018,33,1,True,0
CENTRE,MBANDJOCK,2018,42,1,True,0
CENTRE,MBANDJOCK,2018,45,1,True,0
CENTRE,MBANDJOCK,2018,51,1,True,0
CENTRE,MBANDJOCK,2019,1,1,True,1
CENTRE,MBANDJOCK,2019,9,1,True,0
CENTRE,MBANDJOCK,2019,10,2,True,1
CENTRE,MBANDJOCK,2019,16,1,True,0
CENTRE,MBANDJOCK,2019,17,1,True,0
CENTRE,MBANDJOCK,2019,20,1,True,0
CENTRE,MBANDJOCK,2019,49,2,True,0
CENTRE,MBANDJOCK,2019,51,1,True,0
CENTRE,MBANDJOCK,2019,52,1,True,0
CENTRE,MBANDJOCK,2020,1,1,True,0
CENTRE,MBANDJOCK,2020,2,1,True,0
CENTRE,MBANDJOCK,2020,5,1,True,0
CENTRE,MBANDJOCK,2020,6,2,True,0
CENTRE,MBANDJOCK,2020,7,2,True,0
CENTRE,MBANDJOCK,2020,10,1,True,0
CENTRE,MBANDJOCK,2020,11,1,True,0
CENTRE,MBANDJOCK,2020,16,2,True,0
CENTRE,MBANDJOCK,2020,18,1,True,0
CENTRE,MBANDJOCK,2020,19,1,True,0
CENTRE,MBANDJOCK,2020,21,1,True,1
CENTRE,MBANDJOCK,2020,38,1,True,1
CENTRE,MBANDJOCK,2020,41,1,True,0
CENTRE,MBANDJOCK,2020,43,1,True,0
CENTRE,MBANDJOCK,2021,5,1,True,0
CENTRE,MBANDJOCK,2021,15,1,True,0
CENTRE,MBANDJOCK,2021,17,1,True,0
CENTRE,MBANDJOCK,2021,28,1,True,0
CENTRE,MBANDJOCK,2021,31,1,True,0
CENTRE,MBANDJOCK,2022,1,1,True,0
CENTRE,MBANDJOCK,2022,7,1,True,0
CENTRE,MBANDJOCK,2022,12,1,True,0
CENTRE,MBANDJOCK,2022,38,1,True,0
CENTRE,MBANDJOCK,2022,42,3,True,0
CENTRE,MBANDJOCK,2022,44,1,True,0
CENTRE,MBANDJOCK,2022,45,1,True,1
CENTRE,MBANDJOCK,2022,46,1,True,0
CENTRE,MBANDJOCK,2022,48,1,True,0
CENTRE,MBANDJOCK,2022,49,1,True,0
CENTRE,MBANDJOCK,2022,50,3,True,0
CENTRE,MBANDJOCK,2022,51,5,True,0
CENTRE,MBANDJOCK,2022,52,5,True,0
CENTRE,MBANDJOCK,2023,1,1,True,0
CENTRE,MBANDJOCK,2023,2,3,True,0
CENTRE,MBANDJOCK,2023,3,3,True,0
CENTRE,MBANDJOCK,2023,4,1,True,0
CENTRE,MBANDJOCK,2023,5,1,True,0
CENTRE,MBANDJOCK,2023,6,1,True,0
CENTRE,MBANDJOCK,2023,8,2,True,0
CENTRE,MBANDJOCK,2023,10,4,True,0
